date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location
2018-10-31,12,3,0.0,8.7,2,51,11:08 PM,01:02 PM,06:16 AM,04:39 PM,2,8,9,8,14,26,63,0.0,1017,12,10,240,10,"boston,ma"
2018-11-01,15,11,0.0,3.8,3,34,No moonrise,01:44 PM,06:17 AM,04:37 PM,11,12,13,12,10,77,86,0.0,1012,15,9,126,7,"boston,ma"
2018-11-02,19,11,0.0,3.8,4,26,12:18 AM,02:21 PM,06:19 AM,04:36 PM,15,17,17,17,22,98,92,3.8,1008,19,8,191,13,"boston,ma"
2018-11-03,17,7,0.0,7.1,3,19,01:29 AM,02:54 PM,06:20 AM,04:35 PM,8,12,13,12,30,58,74,7.0,1008,17,9,195,20,"boston,ma"
2018-11-04,11,5,0.0,8.7,3,11,02:39 AM,03:25 PM,06:21 AM,04:34 PM,-0,8,9,8,15,4,51,0.0,1031,11,10,237,11,"boston,ma"
2018-11-05,10,7,0.0,3.8,2,4,03:49 AM,03:55 PM,06:22 AM,04:32 PM,5,7,9,7,16,78,73,2.8,1031,10,10,86,11,"boston,ma"
2018-11-06,13,9,0.0,3.8,3,0,04:57 AM,04:25 PM,06:24 AM,04:31 PM,10,10,12,10,17,91,89,1.9,1014,13,8,119,11,"boston,ma"
2018-11-07,16,11,0.0,8.7,3,0,06:05 AM,04:57 PM,06:25 AM,04:30 PM,7,13,14,13,21,20,65,0.0,1012,16,10,241,14,"boston,ma"
2018-11-08,12,6,0.0,8.7,3,0,07:11 AM,05:32 PM,06:26 AM,04:29 PM,0,8,10,8,17,4,53,0.0,1022,12,10,293,13,"boston,ma"
2018-11-09,10,4,0.0,7.1,2,4,08:15 AM,06:10 PM,06:27 AM,04:28 PM,2,6,8,6,18,55,69,8.6,1025,10,9,134,13,"boston,ma"
2018-11-10,8,2,0.0,5.4,2,11,09:15 AM,06:53 PM,06:29 AM,04:27 PM,0,3,7,3,27,64,67,2.3,1010,8,9,223,20,"boston,ma"
2018-11-11,6,1,0.0,8.7,2,19,10:10 AM,07:41 PM,06:30 AM,04:26 PM,-7,-0,3,-0,21,6,46,0.0,1024,6,10,282,15,"boston,ma"
2018-11-12,9,1,0.0,8.7,3,26,10:59 AM,08:32 PM,06:31 AM,04:25 PM,-3,4,6,4,10,16,54,0.0,1029,9,10,229,8,"boston,ma"
2018-11-13,11,5,0.0,5.4,2,34,11:43 AM,09:27 PM,06:32 AM,04:24 PM,5,5,8,5,25,84,84,2.0,1016,11,9,226,16,"boston,ma"
2018-11-14,1,-3,0.0,8.7,2,41,12:21 PM,10:23 PM,06:34 AM,04:23 PM,-13,-5,-0,-5,26,35,39,0.0,1026,1,10,307,20,"boston,ma"
2018-11-15,1,-5,4.5,8.7,1,49,12:55 PM,11:22 PM,06:35 AM,04:22 PM,-12,-4,-1,-4,10,72,47,5.3,1033,1,9,154,8,"boston,ma"
2018-11-16,6,1,0.0,3.7,1,56,01:25 PM,No moonset,06:36 AM,04:21 PM,1,-2,3,-2,32,75,89,13.0,1005,6,9,169,21,"boston,ma"
2018-11-17,8,2,0.0,7.0,2,64,01:53 PM,12:21 AM,06:37 AM,04:20 PM,1,1,5,1,23,19,76,0.0,1017,8,10,260,15,"boston,ma"
2018-11-18,5,1,0.0,3.7,1,72,02:20 PM,01:22 AM,06:39 AM,04:19 PM,-3,1,3,1,9,70,67,0.0,1027,5,10,262,6,"boston,ma"
2018-11-19,4,2,0.0,3.7,1,79,02:47 PM,02:23 AM,06:40 AM,04:19 PM,1,3,4,3,6,98,84,3.4,1020,4,9,137,4,"boston,ma"
2018-11-20,4,1,0.0,3.7,1,87,03:15 PM,03:27 AM,06:41 AM,04:18 PM,1,-0,3,-0,16,88,89,4.9,1013,4,9,132,12,"boston,ma"
2018-11-21,5,-3,0.0,7.0,1,94,03:46 PM,04:33 AM,06:42 AM,04:17 PM,-5,-4,1,-4,26,32,64,0.0,1015,5,10,264,18,"boston,ma"
2018-11-22,-7,-10,0.0,7.0,1,100,04:20 PM,05:42 AM,06:43 AM,04:17 PM,-18,-16,-9,-16,27,10,45,0.0,1027,-7,10,308,22,"boston,ma"
2018-11-23,-2,-9,0.0,8.7,2,100,05:01 PM,06:52 AM,06:45 AM,04:16 PM,-19,-10,-5,-10,19,3,35,0.0,1032,-2,10,276,14,"boston,ma"
2018-11-24,6,-2,0.0,8.7,1,83,05:50 PM,08:01 AM,06:46 AM,04:15 PM,-6,-1,2,-1,16,36,60,0.0,1020,6,9,197,10,"boston,ma"
2018-11-25,7,5,0.0,3.6,2,76,06:46 PM,09:08 AM,06:47 AM,04:15 PM,5,4,6,4,16,92,94,2.4,1010,7,7,191,10,"boston,ma"
2018-11-26,7,5,0.0,3.6,2,68,07:50 PM,10:09 AM,06:48 AM,04:14 PM,5,4,6,4,18,98,92,5.2,1012,7,5,79,12,"boston,ma"
2018-11-27,7,3,0.0,5.3,2,60,08:58 PM,11:01 AM,06:49 AM,04:14 PM,2,2,6,2,26,78,81,4.3,992,7,7,194,18,"boston,ma"
2018-11-28,5,1,0.0,3.6,1,53,10:09 PM,11:47 AM,06:50 AM,04:13 PM,-2,-1,3,-1,23,69,71,0.2,993,5,10,280,16,"boston,ma"
2018-11-29,6,2,0.0,8.7,2,45,11:20 PM,12:24 PM,06:52 AM,04:13 PM,-2,-1,3,-1,29,34,67,0.0,1007,6,10,309,19,"boston,ma"
2018-11-30,5,-0,0.0,7.0,1,38,No moonrise,12:58 PM,06:53 AM,04:13 PM,-2,1,3,1,8,37,68,0.2,1017,5,9,298,7,"boston,ma"
2018-12-01,5,-0,0.0,7.0,1,36,12:30 AM,01:29 PM,06:54 AM,04:12 PM,-2,1,3,1,8,37,72,0.0,1022,5,10,241,6,"boston,ma"
2018-12-02,9,4,0.0,3.6,2,29,01:38 AM,01:58 PM,06:55 AM,04:12 PM,6,5,7,5,12,100,94,9.6,1012,9,6,171,7,"boston,ma"
2018-12-03,12,6,0.0,7.0,2,22,02:45 AM,02:27 PM,06:56 AM,04:12 PM,5,7,8,7,17,56,79,0.0,1001,12,6,263,11,"boston,ma"
2018-12-04,2,-3,0.0,8.7,2,15,03:52 AM,02:57 PM,06:57 AM,04:12 PM,-8,-4,1,-4,23,8,52,0.0,1012,2,10,319,17,"boston,ma"
2018-12-05,0,-4,0.0,8.7,1,7,04:58 AM,03:30 PM,06:58 AM,04:12 PM,-11,-3,-1,-3,8,29,45,0.0,1019,0,10,288,7,"boston,ma"
2018-12-06,3,-2,0.0,8.7,2,0,06:02 AM,04:06 PM,06:59 AM,04:11 PM,-7,-3,1,-3,15,51,55,0.0,1019,3,10,255,10,"boston,ma"
2018-12-07,3,-3,0.1,8.7,2,0,07:03 AM,04:47 PM,07:00 AM,04:11 PM,-8,-4,0,-4,20,23,54,0.1,1024,3,9,283,15,"boston,ma"
2018-12-08,-3,-7,0.0,8.7,2,0,08:01 AM,05:32 PM,07:01 AM,04:11 PM,-18,-8,-4,-8,14,23,33,0.0,1030,-3,10,305,11,"boston,ma"
2018-12-09,1,-5,0.0,6.9,1,7,08:53 AM,06:22 PM,07:02 AM,04:11 PM,-9,-5,-1,-5,14,45,53,0.0,1027,1,10,246,10,"boston,ma"
2018-12-10,2,-2,0.0,8.7,2,14,09:39 AM,07:16 PM,07:03 AM,04:11 PM,-8,-3,1,-3,14,13,52,0.0,1020,2,10,330,11,"boston,ma"
2018-12-11,1,-4,0.0,8.7,1,21,10:19 AM,08:12 PM,07:03 AM,04:11 PM,-7,-0,1,-0,6,22,56,0.0,1019,1,10,288,5,"boston,ma"
2018-12-12,2,-3,0.0,6.9,1,29,10:55 AM,09:10 PM,07:04 AM,04:12 PM,-10,-5,-1,-5,18,48,52,0.0,1018,2,10,287,13,"boston,ma"
2018-12-13,-0,-5,0.0,6.9,1,36,11:27 AM,10:08 PM,07:05 AM,04:12 PM,-9,-4,-2,-4,7,66,58,0.0,1033,-0,10,82,5,"boston,ma"
2018-12-14,5,-1,0.0,8.7,2,43,11:55 AM,11:07 PM,07:06 AM,04:12 PM,-0,2,3,2,9,31,80,0.0,1031,5,9,193,5,"boston,ma"
2018-12-15,10,4,0.0,5.2,2,51,12:21 PM,No moonset,07:07 AM,04:12 PM,4,5,7,5,18,74,84,0.1,1022,10,9,170,10,"boston,ma"
2018-12-16,6,4,0.0,5.2,2,58,12:47 PM,12:07 AM,07:07 AM,04:12 PM,1,2,5,2,25,73,77,4.9,1018,6,9,59,16,"boston,ma"
2018-12-17,5,1,0.0,5.2,1,65,01:14 PM,01:09 AM,07:08 AM,04:13 PM,-0,-1,3,-1,25,78,78,1.7,1003,5,10,232,17,"boston,ma"
2018-12-18,-1,-4,0.0,8.7,1,72,01:43 PM,02:12 AM,07:09 AM,04:13 PM,-11,-8,-2,-8,32,27,49,0.1,1011,-1,9,308,24,"boston,ma"
2018-12-19,3,-5,0.0,6.9,1,80,02:15 PM,03:19 AM,07:09 AM,04:14 PM,-12,-4,-1,-4,13,18,41,0.0,1019,3,10,261,9,"boston,ma"
2018-12-20,7,-1,0.0,8.7,1,87,02:52 PM,04:27 AM,07:10 AM,04:14 PM,-1,3,4,3,9,21,70,0.0,1019,7,10,202,6,"boston,ma"
2018-12-21,17,5,0.0,3.4,3,94,03:37 PM,05:39 AM,07:10 AM,04:14 PM,11,11,12,11,35,91,93,12.4,1004,17,8,141,19,"boston,ma"
2018-12-22,12,2,0.0,5.2,2,100,04:29 PM,06:48 AM,07:11 AM,04:15 PM,4,5,8,5,28,62,73,0.3,996,12,9,236,20,"boston,ma"
2018-12-23,4,-0,0.0,8.7,2,100,05:32 PM,07:54 AM,07:11 AM,04:16 PM,-8,-1,2,-1,16,13,49,0.0,1017,4,10,288,12,"boston,ma"
2018-12-24,3,-2,0.6,3.4,1,84,06:41 PM,08:52 AM,07:12 AM,04:16 PM,-6,-1,1,-1,8,88,60,1.4,1018,3,8,277,7,"boston,ma"
2018-12-25,2,-2,0.0,8.7,2,77,07:54 PM,09:43 AM,07:12 AM,04:17 PM,-10,-3,1,-3,17,6,48,0.0,1022,2,10,309,13,"boston,ma"
2018-12-26,2,-3,0.0,8.7,2,69,09:08 PM,10:25 AM,07:12 AM,04:17 PM,-12,-4,-1,-4,15,23,41,0.0,1029,2,10,288,11,"boston,ma"
2018-12-27,1,-2,0.0,8.7,1,62,10:20 PM,11:01 AM,07:13 AM,04:18 PM,-11,-3,-0,-3,13,37,47,0.0,1035,1,10,239,9,"boston,ma"
2018-12-28,10,-0,0.0,3.4,2,55,11:30 PM,11:33 AM,07:13 AM,04:19 PM,4,3,6,3,21,87,86,11.0,1021,10,5,182,12,"boston,ma"
2018-12-29,9,1,0.0,8.7,2,48,No moonrise,12:03 PM,07:13 AM,04:20 PM,2,4,7,4,24,28,72,0.0,1012,9,8,270,15,"boston,ma"
2018-12-30,0,-3,0.0,8.7,2,40,12:38 AM,12:31 PM,07:13 AM,04:20 PM,-9,-2,-0,-2,7,30,52,0.0,1023,0,10,223,6,"boston,ma"
2018-12-31,5,-4,0.0,6.9,1,36,01:45 AM,01:01 PM,07:14 AM,04:21 PM,-2,-0,2,-0,14,39,70,1.7,1026,5,10,205,10,"boston,ma"
